ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000320322
  Energy(MeV/n)              u              v              w              x              y              z
   2.344571e+01   3.186418e-01   7.872044e-01  -5.279931e-01  -6.131962e+01  -7.782743e+01   3.635448e+01
   1.655436e+02  -9.212998e-01   4.906327e-02  -3.857454e-01   6.179261e+01   7.467224e+00   1.126050e+02
   1.115712e+02  -6.011183e-01  -4.389745e-01  -6.678010e-01   1.392982e+01   9.854463e+01   7.242869e+01
   1.275106e+03   2.341703e-01   2.581244e-01  -9.373025e-01  -1.542463e+01  -4.962954e+01   8.916802e+01
   1.874302e+02  -1.698788e-01  -6.640200e-02  -9.832253e-01   8.999910e+01  -3.079462e+01   8.823602e+01
   9.632780e+02  -1.222000e-01   3.702586e-01  -9.208560e-01   1.261296e+01  -1.141439e+02   6.102577e+01
   2.957964e+02   2.858896e-01   6.290682e-01  -7.228695e-01  -7.132362e+01   7.222821e+00   1.164152e+02
   5.705615e+01   3.526105e-01   5.566826e-01  -7.521771e-01  -1.200802e+02  -2.644017e+01   5.708722e+01
   1.472875e+02  -1.958250e-01  -5.290630e-01  -8.256785e-01  -1.716710e+01   1.095796e+02   5.496965e+01
   1.677241e+02  -3.271002e-01  -4.449165e-01  -8.336995e-01   9.793862e+01   3.407855e+01   6.333475e+01
   3.248267e+02  -2.529080e-01  -4.912692e-01  -8.334819e-01  -1.729762e+00   1.161974e+02   5.201465e+01
   2.832332e+02   7.612239e-01  -2.669377e-01  -5.910012e-01  -8.882953e+01   4.352531e+01   3.513072e+01
   1.293454e+03   2.390305e-01   2.521057e-01  -9.377138e-01  -4.083601e+01  -8.929393e+01   7.222613e+01
   9.693166e+02   1.570362e-01   1.948132e-01  -9.681877e-01   4.123096e+01   5.354690e+01   1.207477e+02
   1.122292e+02  -7.373817e-01  -2.480219e-01  -6.282940e-01   9.408751e+01   3.550447e+01   3.472213e+01
   1.693711e+02  -3.283143e-01  -2.553701e-01  -9.093931e-01  -5.778197e+01   2.509450e+01   1.237773e+02
   4.465738e+02   1.158979e-01   6.510056e-01  -7.501729e-01   2.047573e+01  -1.118588e+02   3.939413e+01
   1.479339e+02   2.303096e-01  -3.444265e-01  -9.101252e-01  -1.013987e+02  -4.624700e+00   8.596595e+01
   4.959251e+02   4.472746e-02   6.419437e-01  -7.654461e-01   3.634488e+00  -9.713234e+00   1.227091e+02
   1.307515e+02   9.717185e-01   2.335492e-01  -3.489796e-02  -8.787316e+01  -6.396527e+01  -9.370677e+00
   9.983767e+01  -5.261768e-01  -4.288761e-01  -7.343046e-01  -2.820179e+01   6.156261e+01   1.204356e+02
   3.328956e+02  -2.219967e-02   3.307405e-01  -9.434606e-01   5.346327e+01   2.376008e+01   1.130641e+02
   1.244177e+02  -5.995371e-02   6.045640e-01  -7.942971e-01  -5.268011e+01  -4.299145e+01   9.715166e+01
   2.701803e+01  -8.379339e-02   8.842949e-02  -9.925517e-01   7.802944e+01  -1.215991e+01   9.307964e+01
   8.711461e+02  -2.925839e-01   4.341330e-01  -8.520113e-01  -1.528403e+00   3.134161e+01   1.338640e+02
   4.653197e+02   5.870618e-01   2.645739e-01  -7.650876e-01  -2.246925e+01  -1.244401e+01   1.091598e+02
   3.364526e+01   5.640901e-03  -9.457656e-01  -3.248009e-01  -4.119406e+01   7.330657e+01   9.370908e+01
   3.661274e+02   4.680115e-01  -2.717565e-02  -8.833044e-01  -1.143850e+02   3.303591e+01   5.158895e+01
   1.187335e+03  -3.494175e-01  -4.086399e-01  -8.431612e-01   1.788848e+01   1.076379e+01   1.059714e+02
   3.537515e+03  -1.083586e-01  -1.622913e-01  -9.807752e-01   5.481302e+01  -4.871628e+01   1.039655e+02
   2.316186e+02   3.234329e-01   3.705848e-01  -8.706653e-01   1.067584e+01  -5.106246e+01   9.708661e+01
   4.736031e+01   7.751202e-01  -4.371445e-01  -4.561724e-01  -1.086147e+02   1.095257e+01   2.416345e+01
   8.921167e+01  -4.018382e-01   8.175282e-01  -4.125211e-01   3.593498e+01  -7.658399e+01   5.563443e+01
   2.526996e+02   2.169734e-01  -3.885063e-01  -8.955364e-01  -1.054328e+02   5.593906e+01   6.185256e+01
   5.680145e+01  -7.077834e-01   3.501004e-01  -6.135734e-01   9.986041e+01  -7.180204e+01   6.816682e+00
   1.772648e+02  -4.520398e-02   1.481728e-01  -9.879278e-01  -8.763747e+01   9.323665e+00   1.066303e+02
   3.253493e+02  -6.179370e-03   6.298886e-02  -9.979951e-01   1.743166e+01   3.884814e+01   1.025449e+02
   3.422956e+03  -1.944052e-01   2.594040e-01  -9.460001e-01   4.152494e+01  -4.461297e+01   8.494138e+01
   1.673284e+00  -2.080327e-01   7.965978e-01  -5.675864e-01   5.068697e+01  -7.356484e+01   5.435976e+01
   2.371580e+02  -2.048987e-01   3.682687e-01  -9.068598e-01   6.463701e+01  -7.768673e+01   6.411837e+01
   2.482129e+01  -4.293541e-01   8.428126e-01  -3.245334e-01   9.821681e+01  -6.723415e+01   3.587997e+00
   2.138540e+02   6.592774e-01   3.146483e-01  -6.828981e-01  -3.482311e+01  -2.716962e+01   1.002976e+02
   2.774815e+02   2.524097e-01   7.488121e-01  -6.128375e-01  -4.641252e+01  -4.162564e+01   9.319803e+01
   6.677584e+01  -3.334949e-01   4.068371e-01  -8.504497e-01   3.943274e+01  -1.075744e+02   5.066040e+01
   1.588774e+03   6.120523e-01   2.241512e-01  -7.583853e-01  -6.974168e+01  -3.098114e+01   6.641741e+01
   7.589880e+01  -1.629642e-01  -9.866172e-01  -5.399957e-03   2.750402e+01   9.653768e+01   5.038736e+01
   9.808052e+02   1.716063e-01   1.633399e-03  -9.851643e-01  -7.938177e+01   5.277587e+01   8.776587e+01
   6.849463e+02   6.452045e-02  -6.219173e-01  -7.804204e-01   5.929988e+01   9.808126e+01   5.487763e+01
   3.640541e+01   5.805098e-01  -4.708236e-01  -6.643294e-01  -2.539913e+01   8.053227e+00   1.226258e+02
   3.958423e+02  -4.672120e-01  -1.553250e-01  -8.703948e-01  -8.887547e+00  -3.924298e+01   1.266641e+02
   2.019442e+02   9.989571e-01  -3.060703e-02   3.388247e-02  -1.030444e+02  -3.879601e+00   8.317559e+01
   6.229400e+01   5.063232e-01  -5.870095e-01  -6.317093e-01  -1.227848e+02   5.963069e+01   4.475848e+00
   1.129310e+02  -2.794813e-01   3.600489e-01  -8.900871e-01   7.294404e+01  -2.502882e+01   7.932022e+01
   2.782718e+02   6.944818e-01  -1.887638e-01  -6.943077e-01  -1.122557e+02   3.265546e+01   2.286636e+01
   1.396513e+02  -8.405211e-01   4.036555e-01   3.613676e-01   9.044515e+01  -2.090404e+01  -4.300582e+01
   5.958056e+01   1.477080e-01  -4.396086e-01  -8.859608e-01  -3.950440e+01   1.204734e+02   4.650739e+01
   2.171999e+03  -1.014247e-02  -3.710183e-01  -9.285702e-01  -8.441584e+01  -6.529196e+00   1.112233e+02
   2.689567e+01   6.121322e-02  -4.671488e-01  -8.820572e-01   4.499715e+01  -2.927116e+00   1.180443e+02
   2.836453e+02   2.759082e-01   4.341038e-02  -9.602032e-01   3.592640e+01  -6.953797e+01   1.113241e+02
   2.267986e+02  -3.556838e-01   6.090924e-02  -9.326195e-01   5.338645e+01  -1.001637e+02   8.032259e+01
   2.899977e+02   6.957068e-01  -1.866505e-01  -6.936524e-01  -7.168289e+01  -3.699523e+01   8.222404e+01
   2.372741e+02   4.105360e-01   2.230424e-01  -8.841449e-01  -5.477596e+01  -1.564303e+01   8.372319e+01
   4.538584e+01  -7.731653e-01  -4.304381e-03  -6.341900e-01   1.194135e+02  -2.602107e+01   1.227655e+01
   2.765776e+02  -3.632740e-01   2.071196e-01  -9.083686e-01   5.526734e+01  -4.877184e+01   7.686440e+01
   2.078265e+01   3.700278e-02   3.317177e-01  -9.426527e-01   2.180505e+01  -1.162200e+01   1.028498e+02
   1.143821e+03   7.659626e-02   5.091529e-01  -8.572610e-01  -1.833972e+01  -9.469502e+01   5.876974e+01
   4.025650e+01  -3.896694e-01   4.002740e-01  -8.294206e-01   7.367545e+01  -4.843563e+01   6.257791e+01
   5.817460e+02  -8.109968e-03   2.085488e-01  -9.779783e-01  -7.390117e+01   1.026537e+01   1.050536e+02
   1.117053e+02  -8.180774e-02  -5.635507e-01  -8.220208e-01   4.651050e+01   8.298342e+01   6.013196e+01
   2.154484e+03  -1.134058e-01   1.451520e-01  -9.828886e-01   2.925809e+01   7.070472e+01   1.088067e+02
   5.914208e+01  -4.526055e-01  -3.298872e-01  -8.284460e-01   7.724799e+01   8.088503e+01   4.629656e+01
   4.443020e+02   3.391280e-02  -1.510398e-01  -9.879458e-01  -1.007086e+01  -4.517036e+01   1.077802e+02
   1.512910e+02   5.854367e-01   5.502645e-01  -5.953761e-01  -1.050193e+02  -6.161156e+01   7.751733e+00
   3.118331e+02  -1.404835e-01   3.347195e-01  -9.317871e-01   2.117162e+01  -1.184101e+02   6.159300e+01
   2.853925e+02  -7.967949e-01   2.031105e-01  -5.690905e-01   4.662995e+01   4.190808e+01   1.253886e+02
   3.893370e+01  -1.027677e-01  -7.369300e-02  -9.919718e-01   4.556320e+01  -1.563003e+01   9.725014e+01
   6.369091e+01   1.279042e-01   8.759666e-01  -4.651055e-01   3.776426e+01  -1.242331e+02  -8.586904e+00
   7.525391e+02   5.310414e-03  -7.886777e-02  -9.968709e-01  -2.730062e+01  -8.397711e+01   1.068123e+02
   3.745629e+02  -2.639777e-01  -1.108726e-01  -9.581352e-01   5.732867e+00  -5.681044e+01   1.093639e+02
   1.105360e+02   7.123815e-01   3.054669e-01  -6.318248e-01  -1.160845e+02  -6.633501e+01  -4.684217e+00
   1.967068e+02  -5.407085e-02   8.290191e-01  -5.566001e-01   7.547619e+01  -1.182885e+02  -3.852777e+00
   1.755615e+02  -8.417383e-01   1.307407e-01  -5.238162e-01   6.009360e+01  -3.326157e+01   8.603833e+01
   7.653302e+01  -3.374990e-01   4.336392e-01  -8.354948e-01   6.514135e+01  -8.407175e+01   4.974065e+01
   2.629708e+02   2.497886e-01  -4.041622e-01  -8.799197e-01  -4.180749e+01   1.079434e+02   5.219833e+01
   4.254663e+01  -3.856556e-01   3.463646e-01  -8.551616e-01   1.251795e+01  -1.193472e+02   6.295269e+01
   1.250188e+02   6.284652e-01   4.300515e-01  -6.481413e-01  -8.804794e+01  -1.007171e+02   2.085059e+00
   7.836161e+02   1.675425e-01  -2.966227e-01  -9.401832e-01   6.388395e+01   3.638838e+01   1.062662e+02
   8.326470e+02  -1.303521e-01   4.101344e-01  -9.026617e-01  -1.230613e+01   8.244047e+00   1.163064e+02
   6.401234e+02  -1.209026e-01   3.818030e-01  -9.163018e-01  -6.612220e+01  -6.765460e+01   8.966872e+01
   5.075148e+01   3.486213e-01   5.915098e-01  -7.270346e-01   2.643898e+01  -1.212044e+02   5.161186e+01
   4.895353e+01   2.303265e-01   4.120210e-01  -8.815829e-01  -4.538149e+01  -1.043109e+02   5.282447e+01
   2.721188e+02  -1.148193e-01   3.454044e-01  -9.314034e-01  -4.864165e+01  -1.033672e+02   7.502821e+01
   6.741131e+01  -7.857011e-01  -6.377871e-02  -6.153097e-01   6.156430e+01  -5.552761e+00   8.448267e+01
   9.247590e+01   3.872600e-02  -2.632347e-01  -9.639543e-01  -7.694743e+01   4.673823e+01   8.788489e+01
   1.190720e+02  -6.947698e-01   9.243636e-02  -7.132674e-01   8.230414e+01  -7.790574e+01   4.993393e+01
   1.673592e+02   1.704166e-01  -5.934768e-01  -7.866025e-01  -8.136584e+01   2.429452e+01   9.117143e+01
   5.853531e+02   2.045181e-01   1.523226e-01  -9.669386e-01  -1.641882e+01  -5.319330e+01   9.156685e+01
   2.235346e+02  -6.749133e-01  -4.737153e-01  -5.657612e-01   9.945635e+01   2.296779e+01   3.887751e+01
   1.656785e+02  -6.968576e-01  -2.921265e-01  -6.550203e-01   1.193006e+02  -5.422789e+01   4.993112e+01
   4.999734e+01  -1.841652e-01  -1.267153e-01  -9.746930e-01   9.660695e+01  -2.026564e+00   8.460629e+01
   2.360335e+01  -2.834954e-01   1.116227e-01  -9.524551e-01  -4.187708e+01   3.573788e+01   1.216447e+02
   1.467398e+02   2.596269e-01  -8.540468e-01  -4.507748e-01  -1.019917e+02   5.502620e+01   5.884369e+01
   1.633775e+03  -1.407990e-01  -1.665145e-01  -9.759347e-01  -1.385162e+01  -2.945625e+01   1.094901e+02
   4.425224e+02   1.429567e-01   4.591299e-01  -8.767914e-01  -1.330409e+01   5.920614e+00   1.149834e+02
   2.658607e+02  -5.541870e-01   8.427487e-02  -8.281151e-01   1.277926e+02   8.889847e+00   3.614011e+01
   1.155653e+02   3.050541e-02  -9.126920e-01  -4.075080e-01   7.851303e+01   8.487536e+01   6.117674e+01
   1.649729e+03  -8.016489e-02  -2.212440e-01  -9.719180e-01  -3.001686e+01   7.851692e+01   8.749184e+01
   8.141537e+01   6.166095e-01  -1.079205e-01  -7.798371e-01  -1.148283e+02   7.075773e+01   2.764628e+01
   3.702414e+02   3.966625e-01   1.812038e-01  -8.999023e-01  -8.378640e+01   3.983593e+01   8.221282e+01
   4.853204e+01   3.352115e-01   7.362270e-02  -9.392619e-01  -4.339396e+01   7.410863e+01   9.678868e+01
   1.529804e+01   7.196641e-01  -2.755943e-02  -6.937752e-01  -3.771684e+01   2.415077e+01   1.040553e+02
   3.289773e+03  -4.317081e-01  -2.879586e-01  -8.548146e-01   6.521129e+01  -4.752371e+01   1.000598e+02
   8.138179e+01  -8.044216e-01  -5.291638e-01  -2.699845e-01   7.192933e+01   5.507374e+01   4.813411e+01
   2.641053e+02   3.672511e-01   5.325577e-01  -7.625674e-01  -4.989401e+01  -6.012063e+01   6.512037e+01
   3.507290e+01   9.337805e-01  -2.589000e-01  -2.470320e-01  -9.805312e+01   1.574562e+01   1.766319e+01
   1.775919e+03  -5.028716e-01  -3.432085e-01  -7.933020e-01   5.421405e+01   4.499455e+01   7.222317e+01
   1.306592e+02   9.923373e-01  -1.006393e-01  -7.168248e-02  -9.293105e+01   8.693998e+01  -1.351138e+01
   3.838144e+01  -2.120043e-01   1.175500e-01  -9.701733e-01   1.355148e+01  -1.049867e+02   8.739248e+01
   7.351872e+02  -1.575421e-01  -5.600676e-02  -9.859228e-01   4.583861e+00   6.766811e+01   9.685138e+01
   8.067338e+01   5.977873e-02   2.149843e-01  -9.747863e-01  -6.995310e+01  -3.834171e+01   8.984065e+01
   1.199267e+02  -2.613670e-01  -8.455471e-01  -4.655506e-01   3.664772e+01   1.146348e+02  -1.397838e+01
   2.598487e+01  -2.033141e-01  -2.908504e-01  -9.349168e-01   6.749073e+01   1.039027e+02   5.996045e+01
   5.094019e+02   4.998284e-01  -8.688290e-02  -8.617557e-01   2.120392e+00   8.559963e+01   1.086418e+02
   3.145984e+02   7.556543e-01  -1.327471e-01  -6.413772e-01  -1.017552e+02  -2.899147e+01   4.202951e+01
   1.109906e+03   4.945147e-01   5.805580e-02  -8.672282e-01  -1.075663e+02   2.184143e+01   5.543515e+01
   2.734544e+02  -3.668825e-01   2.911887e-01  -8.835193e-01   9.744655e+01  -3.544452e+01   6.103718e+01
   7.602609e+01  -9.643282e-01   2.216726e-01  -1.446805e-01   7.910020e+01  -5.047139e+01   8.662760e+01
   1.128110e+02   8.248919e-01   3.967490e-01  -4.026705e-01  -5.463422e+01  -4.967534e+01   8.747607e+01
   5.402141e+02  -6.331736e-01   1.564533e-01  -7.580327e-01   9.190614e+01  -2.833100e+01   4.930524e+01
   4.361406e+02   9.209096e-02   2.599014e-01  -9.612338e-01  -9.020371e+01  -7.182050e+01   7.597194e+01
   6.426563e+02   2.552257e-01  -2.109174e-01  -9.435962e-01  -7.249516e+01  -4.642243e+00   8.740657e+01
   6.125257e+01  -9.321742e-02   2.466803e-01  -9.646032e-01   3.306670e+01  -3.169457e+01   9.236874e+01
   1.229784e+02   1.013642e-02   9.082847e-01   4.182299e-01  -5.773553e+01  -7.545965e+01  -7.382524e+01
   2.171396e+02   2.725388e-01  -4.490803e-02  -9.610962e-01  -5.128543e+00   4.776854e+01   1.003615e+02
   5.930574e+01  -1.134272e-01   3.956531e-01  -9.113687e-01   1.270577e+01  -9.401286e+01   6.732988e+01
   1.821694e+02  -5.646945e-01   1.520718e-01  -8.111685e-01   1.289522e+02  -8.808147e+00   3.185769e+01
   9.436114e+02   6.013592e-01   5.893648e-01  -5.394592e-01  -2.390852e+01  -6.249836e+01   9.043883e+01
   1.958146e+02  -3.776813e-01   7.773289e-01  -5.031069e-01   4.405754e+01  -4.709037e+01   9.293370e+01
   1.325782e+02   5.907944e-01  -6.391549e-01  -4.923851e-01  -5.398526e+01   8.153399e+01   3.248062e+01
   9.284635e+01   9.863320e-01  -1.448749e-01   7.848903e-02  -9.595014e+01   3.098088e+01  -1.112203e+01
   1.564138e+02   3.625127e-01  -8.980080e-01  -2.493315e-01   2.926348e+01   1.082817e+02   5.362557e+01
   1.782093e+02  -4.264934e-01   9.663782e-02  -8.993134e-01  -3.350576e+00  -3.214342e+01   1.093309e+02
   6.969287e+02  -1.674313e-01  -9.255090e-02  -9.815300e-01   4.644697e+01   5.531898e+01   8.874258e+01
   2.983807e+01  -7.630023e-01  -6.143618e-01   2.009654e-01   7.466846e+01   3.408078e+01  -1.099188e+02
   2.284830e+02   7.678265e-01   4.218677e-01  -4.821515e-01  -1.237888e+02  -6.570122e+00   4.521387e+00
   2.753694e+03   1.859369e-01   3.469718e-01  -9.192595e-01  -3.537311e+00  -3.420699e+01   9.515640e+01
   1.632023e+02   1.022086e-02   1.128758e-01  -9.935565e-01  -3.356943e+01  -2.589362e+01   9.736147e+01
   7.123278e+01   8.535405e-01  -5.185095e-01  -5.115138e-02  -1.047728e+02   2.222811e+01  -1.863680e+01
   1.388839e+02  -2.450423e-02   7.481776e-01  -6.630459e-01   2.911506e+01  -6.762592e+01   7.343437e+01
   2.498262e+02   4.352638e-01   3.548017e-01  -8.274425e-01  -3.303058e+01   4.800323e+01   1.240625e+02
   4.734788e+02   4.640111e-01  -3.750960e-02  -8.850349e-01  -1.207176e+02   5.565698e+01   4.734053e+01
   2.950726e+01   1.372053e-01   3.241814e-01  -9.359920e-01  -2.875604e+01  -4.424510e+01   8.729890e+01
   7.005249e+01   2.574680e-01  -8.910904e-02  -9.621693e-01  -5.471075e+01   7.124485e+01   8.269352e+01
   2.319628e+02  -8.378539e-01  -4.238075e-02  -5.442468e-01   1.054691e+02   7.485299e+01   1.554437e+01
   3.031974e+02   1.169371e-01  -2.528477e-01  -9.604133e-01   1.692600e+01   9.729589e+01   8.056764e+01
   4.292982e+02   3.970525e-02  -6.407077e-02  -9.971552e-01  -2.437803e+01   9.054746e+01   9.349660e+01
   1.202235e+03  -3.167060e-01   8.694456e-02  -9.445306e-01   1.065426e+02  -3.560268e+01   6.687116e+01
   7.888941e+01  -5.930212e-01  -1.073327e-01  -7.980010e-01   9.051113e+01   7.726154e+01   4.765946e+01
   1.183435e+02   3.024445e-01   8.115515e-01  -4.999115e-01  -7.168667e+01  -1.109769e+02  -2.349363e+01
   2.152810e+02   8.133269e-01  -3.980629e-01  -4.243174e-01  -5.705198e+01   3.018977e+01   9.799425e+01
   5.183246e+02  -6.102859e-02   4.154060e-01  -9.075866e-01  -3.050359e+01   1.175962e+01   1.176159e+02
   6.057365e+01   3.085093e-01   4.910211e-01  -8.146903e-01   5.879869e+01  -4.854084e+01   1.157561e+02
   2.726839e+01   8.080996e-01   6.297887e-02  -5.856694e-01  -7.908044e+01   3.787986e+01   6.570388e+01
   5.807459e+01   8.289578e-02  -7.380555e-02  -9.938214e-01  -7.873731e+01   2.284609e+00   9.388446e+01
   6.496520e+02   1.146842e-01   3.695790e-01  -9.220948e-01   3.181618e+01   6.354213e+00   1.149526e+02
   3.303643e+01   8.410836e-01  -4.296339e-01  -3.286232e-01  -1.149666e+02  -7.777768e+00   2.022108e+01
   4.763410e+02  -3.641383e-01  -2.987851e-02  -9.308655e-01  -4.341398e+01   3.845804e+01   1.231753e+02
   7.884398e+01   1.797789e-01  -4.323612e-01  -8.835968e-01  -6.156875e+01  -3.560701e+01   1.180701e+02
   3.066847e+01  -2.050735e-02   8.982676e-02  -9.957463e-01   7.338206e+01   5.288379e+01   1.036866e+02
   1.173189e+01  -6.087690e-01   1.885461e-01  -7.706171e-01   1.336295e+01  -9.092447e+01   9.696332e+01
   3.149742e+01   3.322137e-01  -2.214766e-01  -9.168327e-01  -1.197532e+02   2.448127e+01   5.976479e+01
   3.205149e+03   3.595945e-01  -2.365030e-01  -9.026395e-01  -4.031784e+01   6.126391e+01   7.867241e+01
   1.190408e+02   9.799172e-02  -4.856358e-02  -9.940016e-01  -6.325244e+01  -3.006657e+01   9.583679e+01
   2.259527e+01   5.915776e-01   7.944525e-01   1.374086e-01  -9.763594e+01  -4.938894e+01  -2.185883e+01
   5.160418e+01   2.436046e-01   7.805604e-01  -5.756581e-01  -3.093685e+01  -7.404816e+01   6.021731e+01
   2.491216e+02   2.943428e-01  -2.702538e-01  -9.166925e-01  -9.941489e+01   7.885024e+01   5.392033e+01
   2.235783e+02   3.346929e-01   4.396323e-02  -9.413012e-01  -1.200776e+02  -3.821891e+01   6.175563e+01
   5.801078e+01   5.778707e-01   7.948437e-01  -1.851729e-01  -1.764238e+01  -1.251131e+02  -5.206141e+01
   2.342397e+02   8.606534e-02  -7.299592e-02  -9.936118e-01   6.359580e+01   1.632209e+01   1.049524e+02
   3.737950e+01   4.446903e-02   2.484706e-01  -9.676181e-01  -8.875036e+01  -1.346487e+01   9.581025e+01
   1.369032e+02   5.388597e-01   5.157573e-01  -6.660515e-01  -8.352854e+01   2.443613e+01   1.014831e+02
   1.779909e+03  -4.040945e-01   9.613622e-02  -9.096513e-01  -1.543247e+01   5.294415e+01   1.223832e+02
   2.986022e+03   2.110597e-02  -1.547204e-01  -9.877328e-01   6.636147e+01  -9.988519e+00   1.042246e+02
   1.278787e+03  -1.354740e-01  -3.237485e-01  -9.363940e-01  -4.150814e+01  -3.668915e+00   1.140664e+02
   1.077001e+03   1.042056e-01   1.629007e-01  -9.811241e-01  -7.342168e+01  -7.154464e+01   8.224686e+01
   7.603125e+01   7.751495e-01  -2.581413e-01  -5.766337e-01  -5.291385e+01   5.613067e+01   7.716201e+01
   9.341727e+00   3.389595e-01   6.809569e-02  -9.383333e-01  -1.543668e+01   5.215859e+01   1.047809e+02
   1.323649e+02   9.180811e-01   1.549416e-01  -3.648565e-01  -8.137659e+01   6.086274e+01   9.516034e+01
   9.901226e+01   3.349532e-01   2.605688e-01  -9.054890e-01  -2.766875e+01  -9.860440e+01   7.182753e+01
   2.103154e+02   3.757624e-01   2.507990e-01  -8.921337e-01  -1.042944e+02  -1.174630e+01   6.486037e+01
   2.025139e+02  -2.105110e-01   8.108754e-02  -9.742227e-01   1.785589e+01  -3.864193e+00   9.846598e+01
   3.781944e+02   4.409909e-01  -1.316105e-01  -8.878095e-01  -5.856388e+01   1.153250e+01   8.183745e+01
   5.028458e+01   2.276808e-01   4.220765e-01  -8.775038e-01  -2.134700e+01  -1.038047e+01   1.034279e+02
   2.152775e+03  -6.730254e-01   1.252244e-01  -7.289415e-01   8.382883e+01   6.729280e+01   7.134697e+01
   1.030962e+03   5.359943e-01  -3.685339e-01  -7.595346e-01  -9.304906e+01  -2.485266e+01   7.805474e+01
   1.241899e+02  -1.837458e-01   1.641131e-02  -9.828368e-01   7.336378e+01  -6.170703e+01   8.700022e+01
   1.785430e+02   1.745383e-01  -4.231667e-01  -8.890817e-01   3.792444e+01  -2.190784e+00   1.209634e+02
   1.903944e+02  -5.906166e-01   4.415428e-01  -6.754347e-01   3.148279e+01  -9.622185e+01   5.762167e+01
   2.225048e+02  -4.360146e-01   4.216190e-01  -7.950652e-01  -1.743387e+01  -1.090792e+02   7.749245e+01
   5.549853e+01   3.916770e-01  -4.087183e-01  -8.243412e-01   1.095752e+01   1.250256e+02   6.452612e+01
   1.442435e+02   2.346209e-01  -5.802161e-01  -7.799373e-01  -2.047961e+01   1.245003e+02   2.943570e+01
   7.593810e+02  -2.293960e-01   2.517053e-01  -9.402244e-01   9.528250e+00  -6.491228e+01   8.665537e+01
   2.280078e+02  -1.371423e-01  -1.940184e-01  -9.713644e-01   8.575479e+01  -1.232205e+01   9.330185e+01
   3.348189e+02  -2.012060e-01  -1.236170e-01  -9.717175e-01   1.126363e+01  -5.539923e+01   1.076259e+02
   1.987427e+02   5.052423e-01   3.044904e-01  -8.074750e-01  -4.148189e+01  -8.223081e+01   6.687898e+01
   4.014783e+02  -1.645184e-01  -8.215557e-01  -5.458754e-01  -3.575614e+01   1.258936e+02   4.495471e+00
   2.890121e+02   3.385897e-01  -9.401449e-01  -3.853092e-02  -1.289203e+01   1.046582e+02  -7.160501e+01
   3.103799e+02   3.827434e-02  -3.566149e-01  -9.334671e-01  -3.955713e+01   1.478423e+01   9.985751e+01
   9.151929e+01  -5.189829e-01   4.111667e-01  -7.493989e-01   9.385119e+01  -7.729512e+01   2.603641e+01
   2.857758e+02  -7.193228e-01   6.556398e-02  -6.915751e-01   7.463578e+01  -1.889843e+01   6.517546e+01
   2.065520e+02   5.542378e-01  -6.092688e-01  -5.671085e-01  -6.775125e+01   5.693909e+01   4.894741e+01
   6.038266e+02  -5.214007e-01  -5.959259e-01  -6.107484e-01  -1.093260e+01   1.077942e+02   6.788867e+01
   6.080483e+01  -7.329889e-01  -1.245661e-01  -6.687380e-01   1.151627e+02  -5.136446e+01   3.287576e+01
   6.792136e+01  -3.376257e-01   5.728934e-01  -7.468614e-01   7.107714e+01  -1.090110e+02   1.814373e+01
   5.074099e+01  -8.098865e-01  -2.020962e-01  -5.506732e-01   1.299081e+02  -1.518744e+00  -8.905273e+00
   2.764718e+02   4.485216e-01   1.106682e-01  -8.868940e-01   3.372526e+01  -3.013134e+01   1.260488e+02
   5.478562e+02   1.423662e-01   5.941596e-01  -7.916478e-01  -1.865881e+01  -1.378375e+02   1.951135e+01
   2.001968e+02   5.057172e-02  -7.161800e-01  -6.960810e-01  -1.091141e+01   1.393775e+02  -5.332248e-01
   5.124705e+02  -2.433061e-01   3.491443e-01  -9.049311e-01   7.024169e+01  -2.856984e+01   8.059704e+01
   3.381567e+02   4.268857e-01   2.942393e-01  -8.550976e-01   2.057857e+01  -7.345513e+01   1.019431e+02
   8.027259e+02  -8.136434e-01  -2.161580e-01  -5.396852e-01   9.215268e+01  -4.224760e-02   4.637835e+01
   7.961606e+01  -4.443592e-01  -8.575114e-03  -8.958076e-01   4.570649e-01  -2.922026e+01   1.116841e+02
   8.122592e+01   8.447112e-02   7.392085e-02  -9.936802e-01  -8.952208e+01   1.533505e+01   9.416666e+01
   1.008124e+02  -6.580616e-01  -4.428783e-01  -6.089448e-01   8.342780e+01   1.062952e+02  -3.245717e+00
   7.526515e+01  -4.844395e-01  -1.909022e-01  -8.537416e-01   2.853321e+01  -1.636876e+01   1.046010e+02
   4.190830e+02   5.654136e-02  -2.843446e-01  -9.570534e-01  -4.467148e+01   9.643244e+01   7.319777e+01
   3.589096e+02   7.476561e-01  -2.249763e-01  -6.248168e-01  -7.153246e+01   1.036405e+02   3.713354e+01
   1.007119e+03   3.828458e-01  -6.821209e-01  -6.230090e-01   8.780487e+00   1.144732e+02   4.057243e+01
   1.928733e+02   1.524873e-01   6.332721e-01  -7.587582e-01   2.556251e+00  -7.236482e+00   1.262683e+02
   3.641406e+01   3.478308e-01   9.300433e-01  -1.184615e-01   1.738637e+01  -1.107402e+02   2.578322e+01
   4.300304e+01  -7.306073e-02  -2.800550e-01  -9.571997e-01   8.233113e+01   4.414264e+01   8.527213e+01
